Pathway 1,send SEMA4,send VISTA,receive IFN-II,send APP,send CD52,send GRN,send IL2,send COMPLEMENT,send PARs,receive VCAM,receive NCAM,send NCAM,receive CEACAM,send ANNEXIN,receive CD52,send LAIR1,receive SELL,send CD34,receive IGF,send SELPLG,receive SELPLG,send SELL,receive CCL,send VISFATIN,send PROS,receive COLLAGEN,receive SEMA7,receive SEMA3,receive CLEC,send SPP1,receive CSF,receive IL6,send PSAP,send MIF,receive CD39,receive NOTCH,send ANGPTL,receive PECAM1,send PECAM1,send CCL,receive LAMININ,receive TENASCIN,send ICAM,send OSM,receive TWEAK,receive EPHB,receive TGFb,send CXCL,send TNF,receive ANGPTL,receive CD200,send PDGF,receive EPHA,receive CD22,send CD45,send TWEAK,send WNT,send NKG2D,receive GALECTIN,send ICOS,receive SELE,send SEMA6,send ITGAL-ITGB2,receive CD86,send CD86,receive PERIOSTIN,receive VTN,receive VWF,send GDF,send IL7,receive ENHO,send AGRN,send APELIN,send EPHB,receive BMP,send IL1,send CSF,receive IL17,send CD39,receive SEMA5,send LAMININ,receive SEMA6,receive VISFATIN,receive NRG,receive BSP,receive DMP1,send CD1D2,send THBS,send CD46,receive SLURP,send NOTCH,receive MAG,send MAG,send CLEC,send MK,receive FGF,receive IL1,receive WNT,send FLT3,receive ITGAL-ITGB2,receive ACTIVIN,send COLLAGEN,send LCK,send LIGHT,receive ncWNT,receive APP,receive MIF,receive SPP1,send FGF,receive ESAM,send ESAM,receive ANGPT,send JAM,receive JAM,receive VEGF,receive ICAM,receive COMPLEMENT,receive CD23,receive THY1,receive BAFF,receive GRN,send BAFF,receive ALCAM,send CD6,receive ADIPONECTIN,send LIFR,send VEGF,receive MK,receive PTN,send ANGPT,receive PARs,send GALECTIN,send MHC-I,receive PDGF,send THY1,receive KIT,receive THBS,receive CXCL,send BST2,send IL16,receive SEMA4,receive FN1,send VCAM,send MHC-II,receive CD34,send TGFb
receive NCAM,0.399079869117504,0.3393471036250569,0.2555472717358114,0.2780985242063473,0.0,0.1230761237449513,0.4100198449878762,0.5409404618211372,0.5885831864218115,0.638667594399013,0.0,0.0,0.4299108846436295,0.5579055977596762,0.5785680640972949,0.5389940696886673,-0.6174097104977843,-0.6168153986486148,0.1293630355054582,-0.5267911961953096,-0.427520355266306,-0.366000340918979,-0.2298290691694287,-0.2486003333566711,-0.2180442104371863,-0.1503518006557983,-0.2823689957205039,-0.1268991723428258,0.0,0.0,-0.3672539358958052,-0.3984291237104801,-0.3370831238909088,-0.3361993115335497,-0.1861711506574364,-0.1202570275831486,-0.2191933136084406,-0.3071104221678973,-0.3071104221678973,-0.2198069233583888,-0.2576406572984847,-0.2459530411018418,-0.1808240827190996,-0.2562327612088845,-0.3048161464137774,-0.2997184512051261,-0.2266449133883226,-0.1586969697880886,-0.1994959833326581,0.1315108488403151,0.0,0.0,0.0,-0.1124514714800535,-0.1124514714800535,-0.1953425424696572,-0.1623018816579803,-0.1741302134156594,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1475387380324112,-0.1491635527890107,-0.1194707696793257,-0.1147712892048374,0.0,0.0,-0.1866331241009568,0.0,0.0,0.0,0.0,0.1221805320000644,0.0,0.0,0.0,0.0,0.0,-0.1190461791595187,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1332295291680872,-0.1426303444297287,-0.129262875530212,-0.1735522900257159,0.0,0.0,-0.1241717132082272,-0.1609625735572645,-0.1144262414301172,-0.1472452766736616,-0.1485092007870919,-0.1405694700423861,0.0,0.0,0.0,0.0,0.3568111892725102,0.324982298438813,0.2586842077422536,0.3846007034274266,0.3371931474273042,0.3353342911889728,0.1498147665909909,0.1835681686196846,0.1553625029978423,0.1620972781783217,0.1620972781783217,0.1404994408566145,0.1185535269141707,0.1486734133210711,-0.3947897254498453,-0.3575041240235451,-0.3316668142608438,-0.3811927305294575,-0.3119830133960257,-0.3368041905027722,-0.2727441498606898,-0.1779713180645648,0.0,-0.167061647675535,-0.1550868181742725,-0.4077755682736807,-0.3098724563730573,-0.2854133710752406,-0.3338680544552119,-0.421317780892295,-0.5713449817581148,-0.4672373245890632,-0.5277105847033078
send NCAM,0.406775744120146,0.3759740397211644,0.295816843344031,0.3123840237470672,0.0,0.1456128467491456,0.4196413507679106,0.5839093631695165,0.6245576540182116,0.6487938864758436,0.0,0.0,0.4498172333305095,0.5746959032735981,0.5985071269339557,0.5513013186983323,-0.6277380849121409,-0.6267654620608722,0.0,-0.5423607958742748,-0.4282587277996537,-0.3575569938299223,-0.228069287424224,-0.2577089428186676,-0.2153739781340417,-0.1451697294076888,-0.2979674427067858,0.0,0.0,0.0,-0.3338951785855318,-0.3972207939823671,-0.3480812358848753,-0.3314157787693779,-0.2195888250478553,0.0,-0.2182549198562529,-0.3103645366852198,-0.3103645366852198,-0.2160874011085609,-0.2736899908130706,-0.2741970542425069,-0.1974463098728526,-0.261715712087561,-0.2903294268851806,-0.310495418549193,-0.2389960155562928,-0.1667155182864048,-0.1913769035855377,0.1232779526305762,0.0,0.0,0.0,-0.1243403322594998,-0.1243403322594998,-0.205665201130196,-0.1482044841890955,-0.1694580686040893,0.0,-0.1462301649002051,0.0,0.0,0.0,0.0,0.0,-0.1321653897227244,-0.1360396025170743,-0.190200660272919,-0.1556573690147287,-0.1371330845089151,-0.1355772121982108,0.0,0.0,-0.1840104364161534,0.0,0.0,0.0,0.0,0.1160984784971001,0.0,0.0,0.0,0.0,0.0,-0.1479708170732489,-0.1339796190565878,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1389994249715383,0.0,-0.1523207870559525,-0.1701648071045816,-0.1488922179732573,-0.1855579310538862,0.0,0.0,-0.1400911082213002,-0.1857256124132359,-0.1634294279424166,-0.201131280730947,-0.1716378173735563,-0.1689056056760741,-0.1379888619481994,-0.1379888619481994,-0.1237717995263749,0.0,0.3277177282887058,0.3375540279063481,0.2528029846594,0.3836507893428594,0.3242367904895843,0.3212276193316694,0.1581346660772443,0.1567695456119782,0.1475548088055695,0.1716842006992583,0.1716842006992583,0.1192839894882337,0.1208845988758119,0.1383864280338212,-0.4205422577401098,-0.3766180391698036,-0.3555330001918929,-0.4163344427765525,-0.3461769639659232,-0.380491356492156,-0.2903760332338828,-0.2316075686148307,0.0,-0.1726036856588388,-0.1695020589301924,-0.427085805878302,-0.3211371126228291,-0.3126331935492467,-0.3690181829199954,-0.4665227060389615,-0.6194338292233634,-0.4908726479514088,-0.5649939730076678
receive CEACAM,0.2966044916242946,0.3658127884638871,0.1413738177451595,0.2401562138959789,0.1377734910139121,0.1788957496906417,0.271771906053529,0.4391945716235744,0.4167868343807975,0.4838836486269644,0.4299108846436295,0.4498172333305095,0.0,0.4233263146499452,0.3811784445097815,0.403126256025873,-0.4495938848632218,-0.448380309697551,0.0,-0.3447929835153819,-0.2476276967033336,-0.2108458707211846,-0.211370518568159,-0.1934117416864516,-0.1340014575252385,-0.194332411903423,-0.1829872493276883,0.0,0.0,0.0,-0.1888682604388974,-0.2402412826567239,-0.1664784060542234,-0.2608439375832657,0.0,-0.1691266990076927,-0.1647428273327147,-0.1838188617312112,-0.1838188617312112,-0.1539882783066602,-0.2057204659479798,-0.2037113570525666,0.0,-0.196994510798238,-0.1973208205657878,-0.1422567400334822,-0.1419563150012204,-0.1169383993684727,0.0,0.1264728533380243,0.0,0.0,0.0,-0.149069553157675,-0.149069553157675,0.0,0.0,0.0,-0.1227848927293011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1230163462052375,-0.1258719996306934,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11499088923377,0.0,0.0,0.0,0.0,-0.1256048191829984,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1543937501082357,0.0,0.0,0.0,0.0,0.0,0.0,-0.1351417695017551,0.0,0.0,0.0,-0.1437006870266611,0.0,0.2940050348570804,0.211658820038572,0.2024061146766003,0.3007470463244525,0.2368011913011441,0.2413934391317765,0.0,0.1555442458800284,0.1707498568217307,0.1262583183774442,0.1262583183774442,0.0,0.0,0.1276598931027696,-0.2864688979374459,-0.2211652396253758,-0.2335452392650306,-0.1969592969806686,-0.1996846317225463,-0.2261788122317407,-0.2244175019965305,0.0,-0.1359520997768246,-0.1604949032708663,-0.1546109030149565,-0.2391961495002366,-0.2533876967969972,-0.2361230537543543,-0.2366697835380071,-0.2591464499223331,-0.2973009851235945,-0.2521139487550228,-0.3358339755188079
send ANNEXIN,0.4261449902159969,0.4705622165662361,0.3370102425935214,0.35869430241575,0.0,0.2695901186111492,0.3967524629529939,0.5879220181100743,0.6735875992126875,0.6052447918937662,0.5579055977596762,0.5746959032735981,0.4233263146499452,0.0,0.5560968292190862,0.513983342790469,-0.550597098959764,-0.5494413801274382,0.0,-0.4190073865634218,-0.4178409842239063,-0.342591328157451,-0.2099582752770466,-0.2540618122821303,-0.1881056103737305,-0.1636671885549862,-0.2566777301280227,-0.1448655159106759,-0.140850592893025,0.0,-0.3024358203905612,-0.3885142408064354,-0.2725144279280771,-0.3620230402772132,-0.1477187448127709,-0.2271909640012876,-0.2148742240553097,-0.2715591955940491,-0.2715591955940491,-0.2001139964252142,-0.3296288277731635,-0.2108818956225446,0.0,-0.1531370133859478,-0.1847725947938129,-0.2952906038504277,-0.2382160955480658,-0.1248365517316144,0.0,0.0,0.0,0.0,0.0,-0.1736610821440136,-0.1736610821440136,-0.1427860812772297,0.0,-0.1480682397262843,-0.2161796700775292,0.0,-0.1765471737515108,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1256353795697577,0.0,-0.1419544377924139,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1295148379848,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1753630920330898,-0.1752364037716088,0.0,-0.1387000057752152,0.0,-0.1327616152422474,-0.1906775250764049,-0.1936736920749615,-0.1668235611205565,-0.2014135766575394,-0.2133664244256626,-0.1147699977014418,-0.2091750023149995,-0.2091750023149996,-0.1236672330726816,-0.1214954893897505,0.2953246043089443,0.2533910204748612,0.2798949306955322,0.3513257452086721,0.3258138413856282,0.3399640201770491,0.1306108140043355,0.1613194272631706,0.1618833320053542,0.1807631783528133,0.1807631783528133,0.1663715746508855,0.1171629997381194,0.1215636874847157,-0.376660953406978,-0.3050752854400895,-0.3769948441401491,-0.4050695515967364,-0.2490589487117449,-0.1958790209135631,-0.2186061808029922,0.0,-0.2641616733754654,-0.1332280028688056,-0.2225820862332766,-0.3677497692633036,-0.2414227423075838,-0.3055683864879089,-0.3602249371068146,-0.4156414198939534,-0.4710689642057601,-0.483072283951606,-0.480076044998768
receive CD52,0.4192817266045135,0.4096921953522038,0.3977394808408928,0.3580555327645334,0.0,0.2258462622723691,0.37849321340567,0.6294730268678099,0.6174365449107249,0.5566770037694785,0.5785680640972949,0.5985071269339557,0.3811784445097815,0.5560968292190862,0.0,0.574371904999602,-0.5865826051401095,-0.5856882830229608,0.0,-0.3661373234578221,-0.2794435247735585,-0.1899631926989516,-0.1794580540917015,-0.1312183478890956,-0.1145743383083668,0.0,-0.1357324247239851,0.1593920583313067,0.0,0.0,-0.1176339190936231,-0.2284226356324323,-0.1506724371336999,-0.2499088938864196,-0.3021447847003795,-0.1538848765947077,-0.193617187953017,-0.2629069784804851,-0.2629069784804851,-0.195033720188847,-0.2372755145101159,-0.2634873600535973,-0.1659210835307183,-0.1768045075354813,-0.2227448049654026,-0.2958050982410581,-0.1815833915830542,-0.1513826413746772,-0.1126933983247095,0.1319860297506167,0.0,0.0,0.0,-0.142227830018409,-0.142227830018409,-0.1183979803824574,0.0,0.0,0.0,0.0,0.0,0.0,0.1387240220858524,0.0,0.0,-0.1177196283464284,-0.1143140183892506,-0.1545518108654137,0.0,-0.1559923261075572,0.0,0.0,0.0,-0.1356715337095333,0.0,-0.1208901001177383,0.0,0.0,0.1368680982964155,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1326236913057497,-0.184999831356153,-0.2128956334763737,0.0,-0.155565358324153,0.0,-0.1304822221862724,-0.1645160450170064,-0.1865005695050023,-0.1826359174391977,-0.2132283657755106,-0.1943976022205155,-0.2594949818071961,-0.1932947193503181,-0.1932947193503181,-0.1593841665027872,-0.1312156122444274,0.3028713317551513,0.3367159687074311,0.2986842982054565,0.3767139612000519,0.3272630094097993,0.3296952032528795,0.150534518194912,0.2175728255552536,0.1796244140152591,0.1329213053872624,0.1329213053872624,0.0,0.1246261518086152,0.1229852871749346,-0.4814399334030535,-0.4200484440478165,-0.4662227860053118,-0.4077007281878887,-0.4411806608292636,-0.4160029880365488,-0.3195775926018187,-0.1752205047504041,-0.1680900218184568,-0.2994796536679253,-0.2442475196882954,-0.3236320632772269,-0.2640672008833449,-0.2652855469746562,-0.3489450586926773,-0.4471953473629165,-0.4647258325621037,-0.4662916235684456,-0.556616252462341
send LAIR1,0.4609448881185034,0.3844882346753766,0.2282820635768343,0.342900344928044,0.1822345645192414,0.2784176783957258,0.3457798854934917,0.5596771898627835,0.5317174533113287,0.6287861196757021,0.5389940696886673,0.5513013186983323,0.403126256025873,0.513983342790469,0.574371904999602,0.0,-0.6005607582745388,-0.5996696344209882,0.0,-0.3844452263809236,-0.3195419497999047,-0.2275596000081992,-0.1785579299830919,-0.2095028184199685,-0.1288410875798181,-0.1142212358045572,0.0,0.1232747203946467,0.0,0.0,-0.2121234500434701,-0.237446079480154,-0.1742485968339002,-0.2925152154302715,-0.221286990026407,-0.2038965383746549,-0.1140054261167997,-0.2657293033666746,-0.2657293033666745,-0.1705069002354942,-0.2362291127695379,-0.1872141143866026,-0.1259982761480098,-0.262026622281189,-0.2240873447074061,-0.2485300816613793,-0.1899255210203352,-0.113232826331263,0.0,0.0,-0.1221641327463778,0.0,0.0,-0.1713736758701805,-0.1713736758701805,0.0,0.0,0.0,-0.1255051037019743,0.0,0.0,0.0,0.1435874786460939,0.1145608621555116,0.0,-0.1167297733652506,-0.1268069469959944,-0.1398777123915295,-0.1203993606854705,-0.115808043137439,0.0,0.0,0.0,-0.1192943793945182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1254181249488279,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.141757508876628,0.0,0.0,0.0,0.0,-0.1244387399027533,-0.2176084443968722,-0.1603919959971774,-0.118172804160177,-0.1568679583718666,-0.1758253626404229,-0.1490346469911169,-0.1520985054283978,-0.1520985054283978,-0.1876176238697278,-0.1490784161245442,0.3199779920620914,0.292947369561246,0.305155663302244,0.3811080993657878,0.3412719056499897,0.3462374640269979,0.0,0.1526950021488311,0.1348619828624274,0.2024123427530149,0.2024123427530149,0.0,0.0,0.150259236897501,-0.3610508065508492,-0.3035560746728794,-0.4257306567217614,-0.3705159423132769,-0.3930375956847772,-0.3853570640429695,-0.3407695947757231,-0.2247774371439383,-0.115786771381449,-0.2627643708886941,-0.2835625150304444,-0.275339191896597,-0.3065674381616335,-0.1817057158417791,-0.291515446980009,-0.3409875224076766,-0.4416557895917619,-0.4796281885642022,-0.49868661592194
receive SELL,-0.5474299838974622,-0.4057527835452238,-0.3084442983697213,-0.3650405689018076,0.0,-0.1928392656977872,-0.3686707889808464,-0.6370423487182164,-0.5731029827890787,-0.6371083478769939,-0.6174097104977843,-0.6277380849121409,-0.4495938848632218,-0.550597098959764,-0.5865826051401095,-0.6005607582745388,0.0,0.0,0.0,0.5124929793236792,0.5481929623974179,0.0,0.2323560658787573,0.2374119733854789,0.0,0.154911524719874,0.0,0.124081139595293,0.0,0.0,0.3128304271830455,0.3416999189091925,0.2711146542960373,0.4719617749345125,0.3045038580960457,0.211989890446364,0.1406543807077098,0.4381171113544811,0.4381171113544811,0.227041825964033,0.2973165961970637,0.2682520811917359,0.3086725369137537,0.2848774420773782,0.3170610235022298,0.3351193704093071,0.3673896634622835,0.0,0.1300444158345242,-0.1559900509524164,0.2589952728710917,0.0,0.162692037030947,0.2441826677624954,0.2441826677624954,0.1310667769431963,0.0,0.154639884141238,0.1916683832071913,0.0,0.0,0.0,0.0,0.0,0.0,0.1493414098109237,0.1455597177021109,0.1258574618883777,0.1297978367584663,0.2095275464615139,0.0,0.0,0.0,0.0,0.1134078863293166,0.0,0.0,0.1392439730589549,0.0,0.1211181575551155,0.1455662039930326,0.0,0.0,0.0,0.0,0.0,0.1382239632064074,0.0,0.0,0.1176173082711638,0.0,0.0,0.0,0.0,0.0,0.0,0.114410737728914,0.1893179809657891,0.0,0.1940398929329748,0.2235870450704874,0.1240475414848005,0.2321254953127068,0.2599289518551773,0.2239432824283888,0.2083637654376779,0.2386129089768015,0.1850420299348901,0.2254235098905857,0.0,0.0,0.0,0.1136258151524292,-0.3429397354990285,-0.3036760609078382,-0.2977315612927152,-0.3735038724850057,-0.3481722162416321,-0.3541363370684419,0.0,-0.2068702812808838,-0.1567804774856077,-0.1497145573869313,-0.1497145573869313,-0.1393225449950798,-0.1164809459267845,-0.2010307033837017,0.4548879284599848,0.3685381904825099,0.5138552932837168,0.4151169564414398,0.4687115730013922,0.4611523629763383,0.491484417756832,0.3729562022465992,0.2483507527938385,0.3359728232200766,0.400927169854964,0.5455631416715796,0.5301721383427527,0.4218716869262398,0.3070427847219117,0.4186080171677299,0.6545890342383183,0.5976503875310567,0.5826384159691589
send CD34,-0.5461053287670009,-0.4036200893833319,-0.3064264586820884,-0.3641144086824531,0.0,-0.1934646613376719,-0.3675931425116517,-0.6350769969588087,-0.5708941060314844,-0.6358587390987591,-0.6168153986486148,-0.6267654620608722,-0.448380309697551,-0.5494413801274382,-0.5856882830229608,-0.5996696344209882,0.0,0.0,0.0,0.5123006824716382,0.5484864834278483,0.4495464971506567,0.2309891210998676,0.2383046729844352,0.0,0.1538355910336567,0.0,0.1230077929167926,0.0,0.0,0.3142961344510216,0.3420290959433016,0.2706744804494441,0.4730778330918438,0.3027374837937072,0.2123842966457501,0.1413822041660786,0.4386754890213459,0.4386754890213458,0.2143196446880223,0.2960039275864637,0.2656674226309682,0.3085072670210648,0.2834667110418375,0.3172143127545861,0.3335433420698008,0.3658501345799788,0.0,0.1309424178340889,-0.156082593653736,0.2587844713632272,0.0,0.1620354089090768,0.2450273126627129,0.2450273126627129,0.1306207065200195,0.0,0.1555941170645396,0.1929702252823839,0.0,0.0,0.0,0.0,0.0,0.0,0.1485678455874633,0.1434774667887086,0.1230731647978716,0.1302055215639448,0.2096528434411849,0.0,0.0,0.0,0.0,0.1126016949291963,0.0,0.0,0.1400605889558904,0.0,0.1197058826916842,0.1470145084989292,0.0,0.0,0.0,0.0,0.0,0.1382366725776855,0.0,0.0,0.1180690088122437,0.0,0.0,0.0,0.0,0.0,0.0,0.1127106834369492,0.1886333674307555,0.0,0.1938455156704765,0.2242468586188861,0.1235774734484703,0.2317201881115246,0.258256029107681,0.2231805328260951,0.2080359918628511,0.2370792111861053,0.1820220262791821,0.2230340298826672,0.0,0.0,0.0,0.0,-0.3445319877376906,-0.3032077921963522,-0.2986069130580139,-0.3731445704225203,-0.3485239768633364,-0.3545128024741001,0.0,-0.2059437241441175,-0.1569744335140955,-0.1491716383035156,-0.1491716383035156,-0.1398783305485225,-0.1159653351533844,-0.2003982400697289,0.4529006264289753,0.3679183314144481,0.5119202832523401,0.4129438510718959,0.466994353627209,0.4592397038333517,0.4923399286192579,0.371815766029042,0.2471456924472297,0.3349444044056971,0.4016733325919984,0.5460596424615003,0.5301100567886197,0.4208091363905102,0.304964859437321,0.4170665842762157,0.6531702010131625,0.0,0.5808487681913141
receive IGF,-0.1721977610976154,-0.2948279792560405,-0.3400498780880115,-0.3070514992638961,-0.4214429125841793,-0.2265141005747015,0.1207284002300935,-0.1613249407291069,0.0,0.1638065455364592,0.1293630355054582,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.4467324071120925,-0.444007309578426,-0.5006784691907955,-0.2816768812145198,-0.3028025223529396,-0.3282880537390092,0.0,-0.2032475480836122,-0.1867376630207212,-0.3435164742752565,-0.3449835919228527,-0.5999761628990716,-0.4925255674715726,-0.5501006680785088,-0.1290697397778981,0.0,0.0,-0.1461652707362296,0.0,0.0,-0.1272894180308768,0.0,0.0,-0.1150534698065958,0.0,0.0,0.0,0.0,-0.1479808268153393,-0.2231345649116363,0.0,0.1387316709166993,0.1474915967323204,0.1593673187033004,0.0,0.0,-0.1129277559762922,0.0,0.0,-0.1534057255002761,-0.2146809602465247,-0.188159085512669,-0.1465374516705691,0.0,-0.1779379796152727,-0.1949959987670579,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1310420330538142,-0.1310420330538142,0.0,0.0,0.1158493217890143,0.0,0.0,0.1417062185977368,0.0,0.0,0.1858274858081672,0.1127263700789264,0.0,0.0,0.0,0.117627875843032,0.0,0.3398336952271812,0.183437037380885,0.183437037380885,0.2273606227599523,0.151405896228006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2313059918318903,0.3274361370366424,0.2143542730121738,0.0,0.0,0.3593034701978229,0.2094508474803363,0.3048307685792529,0.1726489650663533,0.2470841642479947,0.2312422615388752,0.3833016953949243,0.0,-0.1510974507823672,-0.2308646056070846,-0.1974025969838144,-0.3361445764177083,0.0,0.0,0.0,0.0,0.0
send SELPLG,-0.1810697305550873,0.0,0.0,0.0,0.3650409781099149,0.1403387872958266,-0.4785889312390295,-0.2604169253242023,-0.4984437133028532,-0.5732260205550782,-0.5267911961953096,-0.5423607958742748,-0.3447929835153819,-0.4190073865634218,-0.3661373234578221,-0.3844452263809236,0.5124929793236792,0.5123006824716382,-0.4467324071120925,0.0,0.0,0.6742027528623333,0.4144005813885617,0.4385292508317198,0.4068179595773009,0.2966503264727137,0.40975803363838,0.217261357017464,0.4499471213422122,0.3196460576768651,0.6678234102558205,0.6589066848617937,0.6816976893209556,0.2210490270503176,0.1507148920805402,0.1572077759164784,0.2656362907998446,0.3052613872356178,0.3052613872356178,0.2361478585071084,0.3126599501832354,0.2072885752738241,0.2605044358231565,0.2455538588847675,0.192177985432528,0.2161337203550624,0.1627708503547648,0.0,0.2924898959352977,0.2372274890961472,0.0,-0.1315541105689837,0.0,0.2072816388897037,0.2072816388897037,0.1862380444956176,0.1815741098500897,0.2211686063918067,0.2687715706351936,0.2756583891317399,0.2392924132703936,0.2136483700422042,0.1942782029414301,0.2406674347767694,0.2539932839828149,0.202815641091129,0.0,0.0,0.148447998875732,0.0,0.1123456921191628,-0.1294180549339729,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1538329668776457,0.1131498139640518,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1179527160639538,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.139522468238095,0.0,0.0,0.0,0.0,0.0,-0.2228032193769956,-0.2826678884176721,0.1326664473702429,-0.1779640655490232,-0.1667972466348867,-0.1751209594515332,0.0,-0.1329288178257419,0.0,-0.1293181839793062,-0.1293181839793062,-0.1992175396241714,-0.2900314778436328,-0.3303608389190989,0.0,0.0,0.0,0.132487967000607,0.0,0.197043267182538,0.0,0.0,-0.203587223840834,-0.1846113639314928,0.2398825731187369,0.4154892706247508,0.4230626557531444,0.5238561305886916,0.2546405361179681,0.3241318874609742,0.4966126929416007,0.3953575167692511,0.5248329706511823
receive SELPLG,0.2060128871320756,0.1220713889659057,0.0,0.0,0.4743020237897732,0.1854619168901272,-0.4109494552835774,-0.2123987837535806,-0.469157217654703,-0.4882498147061073,-0.427520355266306,-0.4282587277996537,-0.2476276967033336,-0.4178409842239063,-0.2794435247735585,-0.3195419497999047,0.5481929623974179,0.5484864834278483,-0.444007309578426,0.0,0.0,0.0,0.3715848097699344,0.3869511000918544,0.3141249462782338,0.2828793122602582,0.3365954123889872,0.2342110376846798,0.412658272862763,0.289290781467747,0.6324427170728999,0.5727469738446519,0.6970122022360671,0.1323975888321827,0.1875602209389789,0.2148040575060355,0.2116748968581624,0.3770222042720249,0.3770222042720249,0.2127828559423025,0.3134081442860603,0.2164003812147158,0.2631075547957868,0.2320867145494118,0.1555079689603218,0.2200693690732337,0.149704812530401,0.0,0.1451882070520244,0.2311501192696741,0.0,0.0,-0.1151181800811889,0.2389995023012229,0.2389995023012229,0.2410954720128413,0.1193798237930182,0.1711801765408818,0.2855604326169434,0.2719819552153574,0.1717747952029615,0.142127625126172,0.1291675328581844,0.1725357459962566,0.1867566146774602,0.1554637933644414,0.0,0.0,0.1369822517725365,0.0,0.0,-0.1565561129427608,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1325185022513924,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1684422389861931,0.1414137826243279,0.1510151971683265,0.1318158740856697,0.1377740558122461,0.0,0.0,0.0,0.0,0.0,0.139619151074529,-0.251641399514545,0.1177733152113424,0.0,0.0,0.0,0.0,0.0,0.0,-0.1826902989742274,-0.1826902989742274,-0.2166850587463433,-0.2166033629313753,-0.2888082276133585,0.0,0.0,0.0,0.1138521039662357,0.0,0.1362998139959267,0.1174640065158924,0.0,-0.1384636101799511,-0.1305259149968252,0.1751621700273853,0.3713888974662709,0.4656504194397599,0.4995476027330827,0.2087539249039603,0.2588202176928439,0.4840172149364488,0.0,0.4806655601869528
